Customer_ID,Customer_Name,Gender,Age_Group,Region_ID,Signup_Date,Acquisition_Channel,Customer_Segment,City,State,Region
91,Customer_91,Other,18-24,11,2023-03-30,Social Media,Gold,Patna,Bihar,East
92,Customer_92,Male,25-34,1,2024-04-16,Organic,Gold,Delhi NCR,Delhi,North
93,Customer_93,Male,18-24,4,2024-10-05,Paid Ads,Platinum,Mumbai,Maharashtra,West
94,Customer_94,Female,55+,7,2024-07-18,Paid Ads,Platinum,Bengaluru,Karnataka,South
95,Customer_95,Female,55+,7,2022-07-22,Referral,Bronze,Bengaluru,Karnataka,South
96,Customer_96,Male,45-54,8,2024-01-29,Paid Ads,Gold,Hyderabad,Telangana,South
97,Customer_97,Other,35-44,9,2022-07-23,Referral,Bronze,Chennai,Tamil Nadu,South
98,Customer_98,Female,25-34,2,2024-03-26,Social Media,Bronze,Jaipur,Rajasthan,North
99,Customer_99,Other,55+,1,2023-03-11,Organic,Gold,Delhi NCR,Delhi,North
100,Customer_100,Male,55+,4,2023-05-14,Organic,Silver,Mumbai,Maharashtra,West
101,Customer_101,Male,35-44,3,2023-03-19,Organic,Gold,Lucknow,Uttar Pradesh,North
102,Customer_102,Male,55+,5,2022-10-24,Paid Ads,Bronze,Pune,Maharashtra,West
103,Customer_103,Male,18-24,6,2022-02-22,Paid Ads,Gold,Ahmedabad,Gujarat,West
104,Customer_104,Male,35-44,1,2022-02-02,Paid Ads,Platinum,Delhi NCR,Delhi,North
105,Customer_105,Male,18-24,8,2024-12-13,Social Media,Gold,Hyderabad,Telangana,South
106,Customer_106,Other,18-24,8,2024-11-17,Paid Ads,Bronze,Hyderabad,Telangana,South
107,Customer_107,Female,45-54,11,2024-12-03,Organic,Bronze,Patna,Bihar,East
108,Customer_108,Female,45-54,11,2024-09-07,Organic,Platinum,Patna,Bihar,East
109,Customer_109,Male,18-24,6,2024-06-27,Paid Ads,Bronze,Ahmedabad,Gujarat,West
110,Customer_110,Female,55+,11,2022-09-16,Referral,Platinum,Patna,Bihar,East
111,Customer_111,Female,45-54,9,2024-12-22,Social Media,Bronze,Chennai,Tamil Nadu,South
112,Customer_112,Other,55+,12,2022-08-23,Paid Ads,Platinum,Indore,Madhya Pradesh,Central
113,Customer_113,Male,45-54,6,2024-07-13,Social Media,Platinum,Ahmedabad,Gujarat,West
114,Customer_114,Other,18-24,6,2024-05-01,Social Media,Gold,Ahmedabad,Gujarat,West
115,Customer_115,Female,25-34,11,2023-06-07,Social Media,Bronze,Patna,Bihar,East
116,Customer_116,Male,18-24,7,2022-07-06,Organic,Gold,Bengaluru,Karnataka,South
117,Customer_117,Other,18-24,10,2022-09-24,Referral,Bronze,Kolkata,West Bengal,East
118,Customer_118,Female,45-54,12,2024-04-21,Organic,Gold,Indore,Madhya Pradesh,Central
119,Customer_119,Female,18-24,10,2023-10-02,Paid Ads,Silver,Kolkata,West Bengal,East
120,Customer_120,Male,18-24,6,2024-09-14,Referral,Bronze,Ahmedabad,Gujarat,West
121,Customer_121,Other,25-34,7,2023-07-25,Organic,Gold,Bengaluru,Karnataka,South
122,Customer_122,Male,35-44,12,2022-03-01,Referral,Gold,Indore,Madhya Pradesh,Central
123,Customer_123,Male,25-34,3,2023-12-20,Social Media,Bronze,Lucknow,Uttar Pradesh,North
124,Customer_124,Other,18-24,2,2022-10-18,Paid Ads,Platinum,Jaipur,Rajasthan,North
125,Customer_125,Female,35-44,3,2024-05-09,Referral,Gold,Lucknow,Uttar Pradesh,North
126,Customer_126,Other,55+,2,2023-10-27,Organic,Silver,Jaipur,Rajasthan,North
127,Customer_127,Other,18-24,11,2022-11-19,Organic,Gold,Patna,Bihar,East
128,Customer_128,Other,45-54,8,2024-06-26,Social Media,Platinum,Hyderabad,Telangana,South
129,Customer_129,Male,55+,2,2023-07-14,Referral,Platinum,Jaipur,Rajasthan,North
130,Customer_130,Female,55+,8,2022-08-16,Referral,Bronze,Hyderabad,Telangana,South
131,Customer_131,Female,55+,1,2023-03-28,Organic,Silver,Delhi NCR,Delhi,North
132,Customer_132,Male,25-34,5,2023-09-10,Referral,Gold,Pune,Maharashtra,West
133,Customer_133,Male,45-54,12,2022-09-03,Social Media,Silver,Indore,Madhya Pradesh,Central
134,Customer_134,Female,55+,12,2022-09-22,Paid Ads,Gold,Indore,Madhya Pradesh,Central
135,Customer_135,Female,18-24,7,2022-05-28,Organic,Platinum,Bengaluru,Karnataka,South
136,Customer_136,Female,55+,7,2022-06-09,Social Media,Platinum,Bengaluru,Karnataka,South
137,Customer_137,Male,45-54,1,2023-08-16,Referral,Silver,Delhi NCR,Delhi,North
138,Customer_138,Other,35-44,2,2024-07-31,Social Media,Bronze,Jaipur,Rajasthan,North
139,Customer_139,Female,55+,7,2023-05-14,Organic,Platinum,Bengaluru,Karnataka,South
140,Customer_140,Other,35-44,4,2023-09-28,Referral,Silver,Mumbai,Maharashtra,West
141,Customer_141,Other,18-24,9,2022-06-06,Paid Ads,Gold,Chennai,Tamil Nadu,South
142,Customer_142,Other,25-34,4,2023-12-21,Organic,Silver,Mumbai,Maharashtra,West
143,Customer_143,Male,25-34,10,2023-06-09,Paid Ads,Bronze,Kolkata,West Bengal,East
144,Customer_144,Other,45-54,8,2022-12-29,Social Media,Gold,Hyderabad,Telangana,South
145,Customer_145,Male,45-54,2,2023-10-10,Social Media,Platinum,Jaipur,Rajasthan,North
146,Customer_146,Female,55+,1,2023-09-13,Referral,Bronze,Delhi NCR,Delhi,North
147,Customer_147,Female,45-54,1,2023-09-28,Organic,Gold,Delhi NCR,Delhi,North
148,Customer_148,Male,18-24,10,2023-08-11,Social Media,Platinum,Kolkata,West Bengal,East
149,Customer_149,Female,55+,11,2022-03-26,Paid Ads,Gold,Patna,Bihar,East
150,Customer_150,Other,25-34,1,2024-09-01,Social Media,Bronze,Delhi NCR,Delhi,North
151,Customer_151,Other,18-24,9,2023-12-05,Paid Ads,Bronze,Chennai,Tamil Nadu,South
152,Customer_152,Other,45-54,8,2023-05-23,Paid Ads,Gold,Hyderabad,Telangana,South
153,Customer_153,Female,45-54,7,2024-02-03,Referral,Bronze,Bengaluru,Karnataka,South
154,Customer_154,Male,35-44,2,2023-11-17,Social Media,Gold,Jaipur,Rajasthan,North
155,Customer_155,Other,55+,3,2023-06-01,Referral,Bronze,Lucknow,Uttar Pradesh,North
156,Customer_156,Female,35-44,11,2022-10-17,Social Media,Silver,Patna,Bihar,East
157,Customer_157,Female,55+,7,2022-06-23,Referral,Silver,Bengaluru,Karnataka,South
158,Customer_158,Male,45-54,9,2024-12-14,Referral,Bronze,Chennai,Tamil Nadu,South
159,Customer_159,Female,25-34,4,2024-01-13,Referral,Platinum,Mumbai,Maharashtra,West
160,Customer_160,Male,25-34,3,2023-01-29,Organic,Gold,Lucknow,Uttar Pradesh,North
161,Customer_161,Other,55+,12,2022-07-27,Organic,Gold,Indore,Madhya Pradesh,Central
162,Customer_162,Other,45-54,3,2022-09-26,Paid Ads,Silver,Lucknow,Uttar Pradesh,North
163,Customer_163,Other,45-54,1,2022-12-06,Social Media,Gold,Delhi NCR,Delhi,North
164,Customer_164,Female,55+,5,2023-05-02,Social Media,Silver,Pune,Maharashtra,West
165,Customer_165,Male,35-44,8,2024-12-29,Paid Ads,Gold,Hyderabad,Telangana,South
166,Customer_166,Female,35-44,7,2024-06-21,Social Media,Silver,Bengaluru,Karnataka,South
167,Customer_167,Other,25-34,5,2023-02-13,Organic,Platinum,Pune,Maharashtra,West
168,Customer_168,Other,18-24,12,2024-01-31,Organic,Gold,Indore,Madhya Pradesh,Central
169,Customer_169,Male,35-44,8,2022-06-21,Paid Ads,Platinum,Hyderabad,Telangana,South
170,Customer_170,Male,45-54,6,2022-07-07,Organic,Platinum,Ahmedabad,Gujarat,West
171,Customer_171,Female,55+,6,2022-04-20,Paid Ads,Platinum,Ahmedabad,Gujarat,West
172,Customer_172,Female,25-34,1,2022-06-17,Referral,Bronze,Delhi NCR,Delhi,North
173,Customer_173,Male,25-34,1,2023-11-18,Referral,Platinum,Delhi NCR,Delhi,North
174,Customer_174,Other,45-54,8,2022-10-12,Organic,Bronze,Hyderabad,Telangana,South
175,Customer_175,Female,25-34,3,2022-02-08,Social Media,Bronze,Lucknow,Uttar Pradesh,North
176,Customer_176,Male,35-44,2,2023-08-14,Organic,Silver,Jaipur,Rajasthan,North
177,Customer_177,Other,55+,8,2024-05-09,Organic,Bronze,Hyderabad,Telangana,South
178,Customer_178,Other,55+,1,2024-10-20,Paid Ads,Silver,Delhi NCR,Delhi,North
179,Customer_179,Female,18-24,10,2023-08-20,Referral,Silver,Kolkata,West Bengal,East
180,Customer_180,Male,18-24,9,2024-05-03,Referral,Bronze,Chennai,Tamil Nadu,South
181,Customer_181,Other,55+,9,2024-12-13,Organic,Platinum,Chennai,Tamil Nadu,South
182,Customer_182,Male,45-54,6,2024-08-20,Referral,Bronze,Ahmedabad,Gujarat,West
183,Customer_183,Male,35-44,4,2024-01-02,Organic,Gold,Mumbai,Maharashtra,West
184,Customer_184,Male,35-44,9,2022-10-01,Referral,Silver,Chennai,Tamil Nadu,South
185,Customer_185,Other,45-54,11,2024-08-09,Paid Ads,Silver,Patna,Bihar,East
186,Customer_186,Other,45-54,1,2022-05-10,Referral,Silver,Delhi NCR,Delhi,North
187,Customer_187,Male,18-24,6,2022-03-31,Referral,Platinum,Ahmedabad,Gujarat,West
188,Customer_188,Female,18-24,11,2024-08-27,Paid Ads,Gold,Patna,Bihar,East
189,Customer_189,Male,35-44,5,2024-01-02,Organic,Gold,Pune,Maharashtra,West
190,Customer_190,Female,45-54,7,2024-06-13,Referral,Silver,Bengaluru,Karnataka,South
191,Customer_191,Other,45-54,6,2024-10-13,Referral,Bronze,Ahmedabad,Gujarat,West
192,Customer_192,Male,45-54,10,2024-05-19,Paid Ads,Gold,Kolkata,West Bengal,East
193,Customer_193,Male,18-24,6,2023-10-20,Referral,Gold,Ahmedabad,Gujarat,West
194,Customer_194,Other,45-54,3,2024-07-02,Social Media,Gold,Lucknow,Uttar Pradesh,North
195,Customer_195,Male,35-44,10,2024-07-04,Social Media,Gold,Kolkata,West Bengal,East
196,Customer_196,Male,45-54,6,2022-04-28,Paid Ads,Bronze,Ahmedabad,Gujarat,West
197,Customer_197,Other,45-54,1,2022-10-20,Paid Ads,Bronze,Delhi NCR,Delhi,North
198,Customer_198,Other,35-44,6,2023-04-29,Social Media,Bronze,Ahmedabad,Gujarat,West
199,Customer_199,Other,45-54,6,2022-11-11,Referral,Platinum,Ahmedabad,Gujarat,West
200,Customer_200,Other,25-34,9,2022-06-07,Referral,Platinum,Chennai,Tamil Nadu,South
201,Customer_201,Other,35-44,4,2023-10-06,Organic,Bronze,Mumbai,Maharashtra,West
202,Customer_202,Female,55+,7,2023-01-17,Organic,Gold,Bengaluru,Karnataka,South
203,Customer_203,Other,45-54,4,2023-06-18,Referral,Platinum,Mumbai,Maharashtra,West
204,Customer_204,Male,25-34,2,2023-02-14,Social Media,Silver,Jaipur,Rajasthan,North
205,Customer_205,Male,35-44,11,2024-06-30,Referral,Bronze,Patna,Bihar,East
206,Customer_206,Female,25-34,12,2023-08-18,Paid Ads,Gold,Indore,Madhya Pradesh,Central
207,Customer_207,Male,18-24,4,2024-11-07,Paid Ads,Silver,Mumbai,Maharashtra,West
208,Customer_208,Male,35-44,9,2024-10-08,Referral,Platinum,Chennai,Tamil Nadu,South
209,Customer_209,Other,18-24,2,2022-09-23,Referral,Platinum,Jaipur,Rajasthan,North
210,Customer_210,Other,45-54,7,2024-09-07,Organic,Silver,Bengaluru,Karnataka,South
211,Customer_211,Other,18-24,8,2023-10-12,Social Media,Gold,Hyderabad,Telangana,South
212,Customer_212,Other,55+,3,2022-09-20,Paid Ads,Platinum,Lucknow,Uttar Pradesh,North
213,Customer_213,Male,18-24,9,2024-10-26,Paid Ads,Gold,Chennai,Tamil Nadu,South
214,Customer_214,Male,35-44,12,2022-12-04,Paid Ads,Gold,Indore,Madhya Pradesh,Central
215,Customer_215,Female,18-24,5,2024-11-28,Paid Ads,Gold,Pune,Maharashtra,West
216,Customer_216,Other,35-44,10,2022-09-14,Organic,Silver,Kolkata,West Bengal,East
217,Customer_217,Male,55+,12,2022-11-12,Referral,Bronze,Indore,Madhya Pradesh,Central
218,Customer_218,Male,18-24,11,2022-02-28,Referral,Silver,Patna,Bihar,East
219,Customer_219,Other,18-24,8,2024-05-03,Referral,Gold,Hyderabad,Telangana,South
220,Customer_220,Male,45-54,5,2024-09-16,Social Media,Bronze,Pune,Maharashtra,West
221,Customer_221,Male,45-54,7,2022-05-03,Social Media,Platinum,Bengaluru,Karnataka,South
222,Customer_222,Female,55+,3,2023-02-22,Referral,Gold,Lucknow,Uttar Pradesh,North
223,Customer_223,Female,25-34,6,2023-12-09,Organic,Gold,Ahmedabad,Gujarat,West
224,Customer_224,Female,18-24,5,2023-05-11,Social Media,Silver,Pune,Maharashtra,West
225,Customer_225,Male,18-24,5,2022-10-16,Social Media,Platinum,Pune,Maharashtra,West
226,Customer_226,Male,35-44,10,2023-05-24,Referral,Silver,Kolkata,West Bengal,East
227,Customer_227,Female,55+,8,2022-11-23,Social Media,Gold,Hyderabad,Telangana,South
228,Customer_228,Male,18-24,7,2024-10-15,Social Media,Silver,Bengaluru,Karnataka,South
229,Customer_229,Other,35-44,1,2023-03-17,Organic,Gold,Delhi NCR,Delhi,North
230,Customer_230,Other,45-54,5,2024-10-10,Organic,Bronze,Pune,Maharashtra,West
231,Customer_231,Male,35-44,12,2024-06-01,Referral,Platinum,Indore,Madhya Pradesh,Central
232,Customer_232,Male,45-54,1,2024-01-20,Paid Ads,Gold,Delhi NCR,Delhi,North
233,Customer_233,Male,45-54,9,2023-08-15,Social Media,Gold,Chennai,Tamil Nadu,South
234,Customer_234,Male,18-24,7,2022-09-01,Referral,Gold,Bengaluru,Karnataka,South
235,Customer_235,Male,25-34,10,2024-01-19,Social Media,Bronze,Kolkata,West Bengal,East
236,Customer_236,Male,25-34,12,2022-04-03,Referral,Platinum,Indore,Madhya Pradesh,Central
237,Customer_237,Female,25-34,10,2024-11-29,Paid Ads,Gold,Kolkata,West Bengal,East
238,Customer_238,Male,45-54,10,2023-10-15,Referral,Gold,Kolkata,West Bengal,East
239,Customer_239,Other,55+,8,2024-11-04,Referral,Platinum,Hyderabad,Telangana,South
240,Customer_240,Female,35-44,11,2022-02-04,Organic,Platinum,Patna,Bihar,East
241,Customer_241,Other,18-24,10,2023-09-23,Social Media,Gold,Kolkata,West Bengal,East
242,Customer_242,Other,18-24,10,2023-04-12,Social Media,Silver,Kolkata,West Bengal,East
243,Customer_243,Other,55+,7,2024-12-09,Paid Ads,Silver,Bengaluru,Karnataka,South
244,Customer_244,Other,18-24,4,2022-03-06,Organic,Platinum,Mumbai,Maharashtra,West
245,Customer_245,Female,25-34,7,2023-10-05,Paid Ads,Platinum,Bengaluru,Karnataka,South
246,Customer_246,Other,45-54,12,2024-10-24,Organic,Silver,Indore,Madhya Pradesh,Central
247,Customer_247,Male,55+,6,2024-11-28,Social Media,Platinum,Ahmedabad,Gujarat,West
248,Customer_248,Male,45-54,9,2023-10-05,Referral,Gold,Chennai,Tamil Nadu,South
249,Customer_249,Other,45-54,4,2023-06-26,Paid Ads,Gold,Mumbai,Maharashtra,West
250,Customer_250,Male,35-44,5,2023-09-04,Paid Ads,Platinum,Pune,Maharashtra,West
251,Customer_251,Female,35-44,9,2023-10-12,Referral,Gold,Chennai,Tamil Nadu,South
252,Customer_252,Other,55+,7,2022-09-07,Social Media,Gold,Bengaluru,Karnataka,South
253,Customer_253,Female,18-24,5,2022-10-27,Organic,Gold,Pune,Maharashtra,West
254,Customer_254,Other,35-44,12,2024-06-24,Social Media,Silver,Indore,Madhya Pradesh,Central
255,Customer_255,Other,35-44,9,2023-02-18,Referral,Silver,Chennai,Tamil Nadu,South
256,Customer_256,Other,55+,4,2022-08-12,Paid Ads,Bronze,Mumbai,Maharashtra,West
257,Customer_257,Male,25-34,1,2024-12-23,Organic,Platinum,Delhi NCR,Delhi,North
258,Customer_258,Other,45-54,2,2023-11-08,Paid Ads,Bronze,Jaipur,Rajasthan,North
259,Customer_259,Female,45-54,8,2022-11-20,Paid Ads,Gold,Hyderabad,Telangana,South
260,Customer_260,Female,18-24,2,2023-10-20,Paid Ads,Bronze,Jaipur,Rajasthan,North
261,Customer_261,Female,25-34,1,2022-12-25,Social Media,Platinum,Delhi NCR,Delhi,North
262,Customer_262,Other,35-44,1,2023-01-17,Organic,Gold,Delhi NCR,Delhi,North
263,Customer_263,Female,35-44,8,2022-08-08,Social Media,Silver,Hyderabad,Telangana,South
264,Customer_264,Female,35-44,4,2024-10-29,Organic,Gold,Mumbai,Maharashtra,West
265,Customer_265,Other,45-54,11,2022-11-29,Referral,Silver,Patna,Bihar,East
266,Customer_266,Other,35-44,5,2022-01-29,Paid Ads,Silver,Pune,Maharashtra,West
267,Customer_267,Female,55+,6,2024-04-10,Organic,Platinum,Ahmedabad,Gujarat,West
268,Customer_268,Male,25-34,8,2022-07-15,Referral,Silver,Hyderabad,Telangana,South
269,Customer_269,Female,45-54,4,2022-01-14,Social Media,Gold,Mumbai,Maharashtra,West
270,Customer_270,Female,55+,12,2023-11-07,Organic,Gold,Indore,Madhya Pradesh,Central
271,Customer_271,Other,25-34,1,2024-01-07,Organic,Platinum,Delhi NCR,Delhi,North
272,Customer_272,Male,45-54,11,2023-09-21,Referral,Bronze,Patna,Bihar,East
273,Customer_273,Female,55+,4,2023-08-28,Paid Ads,Silver,Mumbai,Maharashtra,West
274,Customer_274,Male,45-54,12,2024-09-06,Referral,Platinum,Indore,Madhya Pradesh,Central
275,Customer_275,Other,25-34,4,2024-08-22,Organic,Platinum,Mumbai,Maharashtra,West
276,Customer_276,Other,35-44,2,2024-12-17,Organic,Bronze,Jaipur,Rajasthan,North
277,Customer_277,Male,55+,9,2024-11-01,Paid Ads,Silver,Chennai,Tamil Nadu,South
278,Customer_278,Other,45-54,2,2023-11-03,Paid Ads,Platinum,Jaipur,Rajasthan,North
279,Customer_279,Other,45-54,1,2022-07-06,Social Media,Silver,Delhi NCR,Delhi,North
280,Customer_280,Female,45-54,10,2024-11-17,Organic,Platinum,Kolkata,West Bengal,East
281,Customer_281,Other,18-24,7,2023-09-24,Referral,Bronze,Bengaluru,Karnataka,South
282,Customer_282,Other,18-24,1,2023-03-23,Social Media,Gold,Delhi NCR,Delhi,North
283,Customer_283,Other,18-24,2,2022-05-11,Social Media,Bronze,Jaipur,Rajasthan,North
284,Customer_284,Female,25-34,3,2023-08-11,Social Media,Gold,Lucknow,Uttar Pradesh,North
285,Customer_285,Female,45-54,7,2024-02-23,Organic,Silver,Bengaluru,Karnataka,South
286,Customer_286,Male,25-34,9,2023-12-14,Social Media,Silver,Chennai,Tamil Nadu,South
287,Customer_287,Male,18-24,5,2023-04-02,Social Media,Platinum,Pune,Maharashtra,West
288,Customer_288,Female,25-34,4,2024-12-25,Social Media,Gold,Mumbai,Maharashtra,West
