Order_ID,Order_Line_ID,Date,Customer_ID,Product_ID,Region_ID,Channel_ID,Quantity,Unit_Price,Unit_Cost,Discount_Pct,Discount_Amount,Gross_Revenue,Net_Revenue,Total_Cost,Profit,Shipping_Cost
100028,100028_1,2024-08-10,572,162,9,2,4,33179.77,18050.23,0.0726,9634.88,132719.08,123084.2,72468.96,50615.25,268.04
100029,100029_1,2024-01-21,1810,91,4,2,3,17382.78,16237.5,0.0759,3959.91,52148.34,48188.43,49040.71,-852.28,328.21
100029,100029_2,2024-01-21,1810,226,4,2,3,38968.77,26822.95,0.0592,6925.67,116906.31,109980.64,80684.86,29295.78,216.01
100030,100030_1,2024-12-28,715,88,4,4,1,32436.05,18330.48,0.245,7945.75,32436.05,24490.3,18588.62,5901.68,258.14
100030,100030_2,2024-12-28,715,198,4,4,2,17369.78,14237.9,0.2038,7079.74,34739.56,27659.82,28862.16,-1202.35,386.36
100030,100030_3,2024-12-28,715,108,4,4,4,35752.87,19755.26,0.1847,26413.1,143011.48,116598.38,79087.55,37510.83,66.51
100030,100030_4,2024-12-28,715,148,4,4,2,6789.5,3364.54,0.1842,2501.5,13579.0,11077.5,6892.68,4184.83,163.6
100031,100031_1,2025-10-28,186,133,1,2,2,43929.97,28635.59,0.1968,17288.1,87859.94,70571.84,57642.19,12929.66,371.01
100031,100031_2,2025-10-28,186,17,1,2,1,3720.05,3039.86,0.2017,750.35,3720.05,2969.7,3492.7,-523.0,452.84
100031,100031_3,2025-10-28,186,96,1,2,4,5108.59,2148.45,0.164,3350.86,20434.36,17083.5,8874.05,8209.45,280.25
100031,100031_4,2025-10-28,186,166,1,2,3,18120.65,11749.99,0.2064,11219.05,54361.95,43142.9,35539.42,7603.48,289.45
100032,100032_1,2026-09-10,1846,166,12,1,1,18120.65,11749.99,0.1129,2046.68,18120.65,16073.97,11848.22,4225.76,98.23
100032,100032_2,2026-09-10,1846,5,12,1,2,30255.19,25743.23,0.0921,5575.47,60510.38,54934.91,51737.8,3197.11,251.34
100032,100032_3,2026-09-10,1846,172,12,1,3,9073.49,6471.48,0.1148,3124.59,27220.47,24095.88,19704.12,4391.77,289.68
100033,100033_1,2023-07-25,1871,157,6,3,2,1754.86,1066.03,0.0967,339.33,3509.72,3170.39,2291.17,879.21,159.11
100034,100034_1,2024-01-17,900,223,11,4,4,40733.58,24869.9,0.0974,15862.83,162934.32,147071.49,99650.76,47420.73,171.16
100035,100035_1,2024-05-13,1482,173,7,3,4,20225.98,13689.55,0.1179,9534.98,80903.92,71368.94,54977.98,16390.96,219.78
100035,100035_2,2024-05-13,1482,154,7,3,1,26056.87,23575.89,0.1471,3832.35,26056.87,22224.52,23634.92,-1410.41,59.03
100036,100036_1,2024-04-24,221,219,7,4,3,4101.77,2607.2,0.1454,1789.17,12305.31,10516.14,8016.54,2499.6,194.94
100036,100036_2,2024-04-24,221,206,7,4,5,16306.03,9946.47,0.0529,4309.32,81530.15,77220.83,49877.5,27343.33,145.15
100036,100036_3,2024-04-24,221,263,7,4,2,41997.27,21261.6,0.1422,11946.99,83994.54,72047.55,42720.57,29326.97,197.37
100037,100037_1,2026-05-07,1931,72,10,2,2,25113.8,18579.8,0.1163,5843.51,50227.6,44384.09,37263.49,7120.6,103.89
100037,100037_2,2026-05-07,1931,28,10,2,1,30096.05,18527.88,0.0809,2435.59,30096.05,27660.46,18978.62,8681.84,450.74
100037,100037_3,2026-05-07,1931,73,10,2,3,14599.6,8652.06,0.0959,4199.05,43798.8,39599.75,26273.3,13326.45,317.12
100038,100038_1,2023-12-05,2,103,1,2,2,30518.24,24358.46,0.1801,10994.39,61036.48,50042.09,49072.52,969.57,355.6
100038,100038_2,2023-12-05,2,42,1,2,2,16879.45,9913.11,0.1736,5861.16,33758.9,27897.74,20231.35,7666.39,405.13
100038,100038_3,2023-12-05,2,105,1,2,4,750.55,426.19,0.159,477.4,3002.2,2524.8,1979.06,545.74,274.3
100038,100038_4,2023-12-05,2,126,1,2,2,15075.22,10899.09,0.2185,6587.01,30150.44,23563.43,21887.29,1676.14,89.11
100038,100038_5,2023-12-05,2,192,1,2,1,31632.67,19754.78,0.1977,6254.87,31632.67,25377.8,20046.48,5331.32,291.7
100039,100039_1,2024-12-06,965,109,1,4,4,16607.29,14041.31,0.2168,14404.74,66429.16,52024.42,56479.32,-4454.9,314.08
100039,100039_2,2024-12-06,965,238,1,4,2,26621.2,21589.4,0.2263,12049.05,53242.4,41193.35,43564.25,-2370.9,385.45
100040,100040_1,2023-07-16,264,69,4,3,4,26180.14,12027.06,0.1273,13333.65,104720.56,91386.91,48352.49,43034.42,244.25
100040,100040_2,2023-07-16,264,145,4,3,4,14683.79,7075.14,0.1097,6442.89,58735.16,52292.27,28407.97,23884.3,107.41
100041,100041_1,2025-12-29,711,14,9,4,2,10383.85,9117.1,0.2386,4954.32,20767.7,15813.38,18411.9,-2598.52,177.7
100041,100041_2,2025-12-29,711,92,9,4,2,46272.33,38275.2,0.1869,17297.82,92544.66,75246.84,76763.79,-1516.95,213.39
100042,100042_1,2024-11-27,1874,118,9,1,2,10164.53,6662.95,0.3,6098.62,20329.06,14230.44,13666.56,563.88,340.66
100042,100042_2,2024-11-27,1874,23,9,1,2,13309.61,6222.18,0.2802,7458.54,26619.22,19160.68,12751.21,6409.47,306.85
100042,100042_3,2024-11-27,1874,48,9,1,3,38662.88,27111.99,0.2884,33451.9,115988.64,82536.74,81546.21,990.53,210.24
100042,100042_4,2024-11-27,1874,93,9,1,4,13268.11,11378.76,0.2651,14068.16,53072.44,39004.28,46008.97,-7004.7,493.93
100043,100043_1,2024-09-29,1383,18,4,4,3,48298.79,30830.11,0.1459,21133.32,144896.37,123763.05,92812.93,30950.12,322.6
100043,100043_2,2024-09-29,1383,216,4,4,2,7578.09,4908.31,0.0664,1005.68,15156.18,14150.5,9973.37,4177.13,156.75
100044,100044_1,2026-10-29,953,178,7,1,1,3993.15,1882.84,0.2156,860.87,3993.15,3132.28,1978.64,1153.64,95.8
100044,100044_2,2026-10-29,953,208,7,1,1,31775.94,16215.61,0.1661,5277.61,31775.94,26498.33,16334.4,10163.93,118.79
100045,100045_1,2023-09-21,1039,233,2,4,1,48127.54,43195.34,0.0986,4746.05,48127.54,43381.49,43356.02,25.47,160.68
100045,100045_2,2023-09-21,1039,206,2,4,4,16306.03,9946.47,0.1271,8292.33,65224.12,56931.79,39908.19,17023.6,122.31
100045,100045_3,2023-09-21,1039,156,2,4,4,22229.09,20873.47,0.0759,6745.63,88916.36,82170.73,83627.84,-1457.11,133.96
100046,100046_1,2026-07-22,1237,258,10,4,3,2738.32,2176.22,0.1281,1052.34,8214.96,7162.62,6706.95,455.67,178.29
100047,100047_1,2026-12-29,1729,58,6,3,2,31853.49,19930.98,0.2481,15804.01,63706.98,47902.97,39989.98,7912.99,128.02
100047,100047_2,2026-12-29,1729,273,6,3,4,31097.35,22650.3,0.237,29484.2,124389.4,94905.2,91054.74,3850.46,453.54
100047,100047_3,2026-12-29,1729,41,6,3,2,43223.62,37290.67,0.1507,13027.23,86447.24,73420.01,74667.45,-1247.43,86.11
100047,100047_4,2026-12-29,1729,133,6,3,2,43929.97,28635.59,0.2015,17702.87,87859.94,70157.07,57557.21,12599.86,286.03
100048,100048_1,2026-06-12,1787,223,5,4,1,40733.58,24869.9,0.0965,3929.83,40733.58,36803.75,25104.58,11699.18,234.68
100048,100048_2,2026-06-12,1787,21,5,4,1,6540.89,5760.4,0.1368,894.73,6540.89,5646.16,6252.47,-606.31,492.07
100048,100048_3,2026-06-12,1787,236,5,4,3,1101.65,447.3,0.055,181.8,3304.95,3123.15,1442.32,1680.84,100.42
100049,100049_1,2026-05-12,757,218,5,3,3,4663.29,3076.87,0.1175,1643.8,13989.87,12346.07,9459.65,2886.42,229.04
100049,100049_2,2026-05-12,757,13,5,3,5,23075.46,14836.71,0.0767,8852.16,115377.3,106525.14,74669.81,31855.33,486.26
100049,100049_3,2026-05-12,757,151,5,3,3,3058.25,1509.94,0.0917,841.38,9174.75,8333.37,4969.3,3364.07,439.48
100050,100050_1,2025-07-03,610,58,2,1,3,31853.49,19930.98,0.1232,11772.14,95560.47,83788.33,60210.62,23577.71,417.68
100050,100050_2,2025-07-03,610,273,2,1,4,31097.35,22650.3,0.0749,9312.12,124389.4,115077.28,90767.26,24310.02,166.06
100051,100051_1,2023-06-22,194,75,3,2,4,3048.2,2776.88,0.0931,1135.27,12192.8,11057.53,11234.42,-176.89,126.9
100051,100051_2,2023-06-22,194,141,3,2,3,44555.26,40219.18,0.1472,19673.63,133665.78,113992.15,121008.43,-7016.28,350.89
100051,100051_3,2023-06-22,194,125,3,2,5,48199.19,40033.22,0.1069,25764.11,240995.95,215231.84,200634.32,14597.52,468.22
100052,100052_1,2023-03-25,669,20,9,3,2,34369.53,30533.16,0.1109,7625.59,68739.06,61113.47,61366.86,-253.39,300.54
100053,100053_1,2026-07-30,783,173,6,1,3,20225.98,13689.55,0.0923,5597.72,60677.94,55080.22,41375.88,13704.34,307.23
100054,100054_1,2023-02-15,1947,41,7,3,4,43223.62,37290.67,0.1465,25331.81,172894.48,147562.67,149338.67,-1776.0,175.99
100055,100055_1,2024-01-28,535,264,9,3,5,21033.57,11469.99,0.1354,14242.29,105167.85,90925.56,57746.22,33179.34,396.27
100055,100055_2,2024-01-28,535,125,9,3,1,48199.19,40033.22,0.0874,4213.75,48199.19,43985.44,40167.39,3818.05,134.17
100055,100055_3,2024-01-28,535,243,9,3,2,29423.56,18235.79,0.1261,7418.97,58847.12,51428.15,36667.24,14760.92,195.66
100056,100056_1,2025-06-13,1530,142,2,2,5,19091.36,17885.59,0.1171,11182.19,95456.8,84274.61,89669.4,-5394.78,241.45
100056,100056_2,2025-06-13,1530,205,2,2,2,45316.41,35425.77,0.1178,10678.43,90632.82,79954.39,71129.96,8824.42,278.42
100057,100057_1,2024-07-12,834,10,5,2,4,21881.28,16230.53,0.1157,10128.52,87525.12,77396.6,65081.2,12315.4,159.08
100058,100058_1,2024-07-16,948,50,2,3,2,1758.25,1368.66,0.0725,254.88,3516.5,3261.62,2839.0,422.62,101.68
100058,100058_2,2024-07-16,948,167,2,3,2,1212.48,1132.15,0.0564,136.7,2424.96,2288.26,2589.08,-300.82,324.78
100059,100059_1,2024-08-12,1459,216,7,4,5,7578.09,4908.31,0.0829,3140.18,37890.45,34750.27,24721.43,10028.84,179.88
100059,100059_2,2024-08-12,1459,200,7,4,4,37668.12,24450.05,0.143,21544.25,150672.48,129128.23,98111.76,31016.48,311.56
100059,100059_3,2024-08-12,1459,7,7,4,3,41705.91,38380.8,0.0841,10517.35,125117.73,114600.38,115261.86,-661.48,119.46
100060,100060_1,2024-12-10,311,256,4,4,2,30864.05,27513.64,0.2032,12544.63,61728.1,49183.47,55293.79,-6110.33,266.51
100060,100060_2,2024-12-10,311,88,4,4,4,32436.05,18330.48,0.1756,22779.09,129744.2,106965.11,73611.59,33353.52,289.67
100060,100060_3,2024-12-10,311,17,4,4,5,3720.05,3039.86,0.2468,4590.03,18600.25,14010.22,15272.62,-1262.4,73.32
100060,100060_4,2024-12-10,311,250,4,4,5,48732.54,29373.92,0.2485,60548.89,243662.7,183113.81,147071.07,36042.73,201.47
100060,100060_5,2024-12-10,311,43,4,4,2,15893.62,8502.51,0.2248,7145.81,31787.24,24641.43,17115.51,7525.93,110.49
100061,100061_1,2025-12-20,623,162,9,3,4,33179.77,18050.23,0.2175,28859.78,132719.08,103859.3,72279.44,31579.86,78.52
100061,100061_2,2025-12-20,623,16,9,3,2,30573.47,28314.9,0.2125,12992.89,61146.94,48154.05,57125.28,-8971.23,495.48
100061,100061_3,2025-12-20,623,86,9,3,5,34039.44,27118.62,0.1852,31514.16,170197.2,138683.04,135788.16,2894.88,195.06
100061,100061_4,2025-12-20,623,221,9,3,4,4699.47,2832.24,0.2496,4691.62,18797.88,14106.26,11743.4,2362.85,414.44
100062,100062_1,2023-02-17,1140,121,6,4,4,47052.7,38416.18,0.1421,26748.07,188210.8,161462.73,153829.31,7633.42,164.59
100062,100062_2,2023-02-17,1140,68,6,4,4,47174.03,25255.06,0.1107,20890.96,188696.12,167805.16,101376.92,66428.25,356.68
100063,100063_1,2023-09-10,811,109,8,2,1,16607.29,14041.31,0.1071,1778.22,16607.29,14829.07,14433.41,395.66,392.1
100064,100064_1,2024-01-01,1571,210,10,4,3,33789.66,21947.23,0.1251,12684.11,101368.98,88684.87,66159.73,22525.15,318.04
100065,100065_1,2025-05-06,572,186,9,3,1,5488.51,5200.08,0.1164,638.99,5488.51,4849.52,5462.29,-612.77,262.21
100065,100065_2,2025-05-06,572,163,9,3,5,47765.83,40443.06,0.1036,24733.79,238829.15,214095.36,202450.63,11644.73,235.33
100065,100065_3,2025-05-06,572,201,9,3,2,5604.63,3472.01,0.1359,1523.4,11209.26,9685.86,7151.01,2534.85,206.99
100066,100066_1,2025-10-10,587,81,8,4,2,18705.27,12598.72,0.19,7108.21,37410.54,30302.33,25665.73,4636.61,468.29
100066,100066_2,2025-10-10,587,2,8,4,5,36733.7,24988.77,0.233,42792.3,183668.5,140876.2,125367.63,15508.57,423.78
100066,100066_3,2025-10-10,587,238,8,4,2,26621.2,21589.4,0.2183,11624.69,53242.4,41617.71,43663.06,-2045.35,484.26
100066,100066_4,2025-10-10,587,51,8,4,4,2055.74,971.79,0.208,1710.51,8222.96,6512.45,3993.09,2519.36,105.93
100066,100066_5,2025-10-10,587,215,8,4,4,17870.29,13877.83,0.191,13655.0,71481.16,57826.16,55890.21,1935.95,378.89
100067,100067_1,2026-07-27,1268,71,2,2,5,48141.14,36088.7,0.112,26957.12,240705.7,213748.58,180915.75,32832.83,472.25
100068,100068_1,2023-06-14,1169,12,11,4,3,14961.16,10872.69,0.111,4981.22,44883.48,39902.26,32749.62,7152.63,131.55
100068,100068_2,2023-06-14,1169,86,11,4,5,34039.44,27118.62,0.1125,19155.61,170197.2,151041.59,135673.02,15368.56,79.92
100068,100068_3,2023-06-14,1169,47,11,4,3,38158.86,33252.44,0.0523,5983.91,114476.58,108492.67,100140.82,8351.84,383.5
100069,100069_1,2026-05-16,798,83,10,2,4,4969.34,4139.75,0.0869,1727.47,19877.36,18149.89,16867.51,1282.38,308.51
100069,100069_2,2026-05-16,798,123,10,2,2,1265.1,777.2,0.0972,245.98,2530.2,2284.22,1983.22,301.0,428.82
100069,100069_3,2026-05-16,798,103,10,2,3,30518.24,24358.46,0.0633,5792.21,91554.72,85762.51,73188.28,12574.23,112.9
100070,100070_1,2023-05-13,424,236,1,4,2,1101.65,447.3,0.1184,260.8,2203.3,1942.5,1302.47,640.03,407.87
100071,100071_1,2025-06-27,1632,237,3,2,5,2636.42,1639.25,0.1141,1504.58,13182.1,11677.52,8336.98,3340.54,140.73
100072,100072_1,2026-05-22,1787,126,5,2,4,15075.22,10899.09,0.1222,7369.05,60300.88,52931.83,43720.01,9211.83,123.65
100072,100072_2,2026-05-22,1787,36,5,2,1,38726.12,35712.44,0.1249,4835.38,38726.12,33890.74,35836.36,-1945.62,123.92
100073,100073_1,2026-10-28,1776,198,10,4,1,17369.78,14237.9,0.2283,3965.59,17369.78,13404.19,14654.46,-1250.27,416.56
100073,100073_2,2026-10-28,1776,134,10,4,5,35002.28,23084.11,0.1621,28369.03,175011.4,146642.37,115769.89,30872.48,349.34
100073,100073_3,2026-10-28,1776,274,10,4,1,6121.1,2850.51,0.1939,1186.59,6121.1,4934.51,3135.89,1798.62,285.38
100073,100073_4,2026-10-28,1776,31,10,4,3,19739.53,18002.67,0.2312,13689.34,59218.59,45529.25,54219.48,-8690.23,211.47
100073,100073_5,2026-10-28,1776,21,10,4,3,6540.89,5760.4,0.1899,3727.19,19622.67,15895.48,17725.94,-1830.46,444.74
100074,100074_1,2025-11-13,878,54,2,1,2,20813.95,17571.62,0.2347,9770.36,41627.9,31857.54,35369.84,-3512.3,226.6
100074,100074_2,2025-11-13,878,58,2,1,2,31853.49,19930.98,0.1866,11890.68,63706.98,51816.3,40279.43,11536.87,417.47
100074,100074_3,2025-11-13,878,174,2,1,2,31937.14,25260.33,0.2413,15412.7,63874.28,48461.58,50768.27,-2306.69,247.61
100074,100074_4,2025-11-13,878,248,2,1,2,23453.07,17105.02,0.1765,8276.62,46906.14,38629.52,34429.66,4199.85,219.62
100074,100074_5,2025-11-13,878,169,2,1,1,42845.3,28246.55,0.1958,8390.15,42845.3,34455.15,28504.76,5950.4,258.21
100075,100075_1,2026-12-23,1542,134,5,2,3,35002.28,23084.11,0.1795,18851.79,105006.84,86155.05,69437.95,16717.1,185.62
100075,100075_2,2026-12-23,1542,228,5,2,3,6004.28,3010.99,0.2287,4120.21,18012.84,13892.63,9419.39,4473.24,386.42
100075,100075_3,2026-12-23,1542,133,5,2,5,43929.97,28635.59,0.1775,38994.42,219649.85,180655.43,143454.17,37201.26,276.22
100075,100075_4,2026-12-23,1542,19,5,2,2,15578.38,12158.39,0.1648,5134.71,31156.76,26022.05,24471.28,1550.78,154.5
100075,100075_5,2026-12-23,1542,148,5,2,1,6789.5,3364.54,0.1721,1168.49,6789.5,5621.01,3819.35,1801.66,454.81
100076,100076_1,2025-01-29,743,158,1,3,2,41881.02,35706.23,0.1068,8942.77,83762.04,74819.27,71635.21,3184.06,222.75
100076,100076_2,2025-01-29,743,157,1,3,4,1754.86,1066.03,0.1213,851.51,7019.44,6167.93,4558.72,1609.21,294.6
100076,100076_3,2025-01-29,743,151,1,3,2,3058.25,1509.94,0.1244,760.73,6116.5,5355.77,3477.79,1877.98,457.91
100077,100077_1,2026-11-24,1245,197,11,3,3,18914.9,15913.14,0.3137,17799.46,56744.7,38945.24,48070.33,-9125.09,330.91
100077,100077_2,2026-11-24,1245,15,11,3,2,29824.52,17617.64,0.3083,18391.17,59649.04,41257.87,35337.88,5919.98,102.6
100077,100077_3,2026-11-24,1245,76,11,3,5,45459.16,25097.44,0.2512,57098.22,227295.8,170197.58,125960.12,44237.45,472.92
100077,100077_4,2026-11-24,1245,187,11,3,5,5174.93,3433.04,0.3245,8397.51,25874.65,17477.14,17497.67,-20.53,332.47
100078,100078_1,2025-11-24,1267,177,9,2,2,33105.33,25405.47,0.3087,20440.13,66210.66,45770.53,51011.65,-5241.11,200.71
100078,100078_2,2025-11-24,1267,257,9,2,3,46670.06,29252.2,0.3023,42329.8,140010.18,97680.38,87869.27,9811.11,112.67
100078,100078_3,2025-11-24,1267,194,9,2,4,14460.71,11055.39,0.3148,18211.1,57842.84,39631.74,44628.87,-4997.14,407.31
100078,100078_4,2025-11-24,1267,269,9,2,4,42557.55,31940.73,0.2675,45543.17,170230.2,124687.03,128091.95,-3404.93,329.03
100078,100078_5,2025-11-24,1267,195,9,2,1,37655.43,24048.0,0.3169,11932.04,37655.43,25723.39,24338.06,1385.33,290.06
