Year,Month,Region_ID,Revenue_Target,Profit_Target
2024,11,12,1010436.34,151565.45
2024,12,1,1070341.9,160551.28
2024,12,2,1090752.82,163612.92
2024,12,3,942694.51,141404.18
2024,12,4,1028528.1,154279.22
2024,12,5,1163948.35,174592.25
2024,12,6,1190525.16,178578.77
2024,12,7,890899.24,133634.89
2024,12,8,877132.47,131569.87
2024,12,9,1070674.25,160601.14
2024,12,10,965873.55,144881.03
2024,12,11,809688.94,121453.34
2024,12,12,938744.75,140811.71
2025,1,1,1122697.9,168404.68
2025,1,2,1118970.77,167845.62
2025,1,3,997874.06,149681.11
2025,1,4,989031.17,148354.68
2025,1,5,1031802.98,154770.45
2025,1,6,887758.68,133163.8
2025,1,7,1010417.45,151562.62
2025,1,8,804418.54,120662.78
2025,1,9,990223.82,148533.57
2025,1,10,934420.42,140163.06
2025,1,11,1069947.84,160492.18
2025,1,12,1055341.43,158301.22
2025,2,1,952334.35,142850.15
2025,2,2,802909.19,120436.38
2025,2,3,900909.45,135136.42
2025,2,4,1053339.14,158000.87
2025,2,5,828949.34,124342.4
2025,2,6,843056.97,126458.55
2025,2,7,1058814.01,158822.1
2025,2,8,1102306.96,165346.04
2025,2,9,928619.88,139292.98
2025,2,10,995869.23,149380.38
2025,2,11,1178284.55,176742.68
2025,2,12,1178217.42,176732.61
2025,3,1,923001.11,138450.17
2025,3,2,1123995.15,168599.27
2025,3,3,1037577.62,155636.64
2025,3,4,1190193.8,178529.07
2025,3,5,991045.43,148656.81
2025,3,6,1109882.75,166482.41
2025,3,7,1107254.85,166088.23
2025,3,8,998973.15,149845.97
2025,3,9,1118252.05,167737.81
2025,3,10,904416.13,135662.42
2025,3,11,848901.21,127335.18
2025,3,12,970065.5,145509.82
2025,4,1,1177452.26,176617.84
2025,4,2,1000297.84,150044.68
2025,4,3,1054103.66,158115.55
2025,4,4,1049664.98,157449.75
2025,4,5,853029.15,127954.37
2025,4,6,956118.75,143417.81
2025,4,7,1082775.59,162416.34
2025,4,8,1188796.04,178319.41
2025,4,9,867207.1,130081.06
2025,4,10,964176.76,144626.51
2025,4,11,838037.52,125705.63
2025,4,12,896950.58,134542.59
2025,5,1,950703.74,142605.56
2025,5,2,1016257.3,152438.59
2025,5,3,892226.75,133834.01
2025,5,4,891025.06,133653.76
2025,5,5,1111131.99,166669.8
2025,5,6,1185056.67,177758.5
2025,5,7,929445.19,139416.78
2025,5,8,1075196.81,161279.52
2025,5,9,903232.18,135484.83
2025,5,10,1171180.9,175677.14
2025,5,11,1069160.94,160374.14
2025,5,12,1121070.74,168160.61
2025,6,1,819741.62,122961.24
2025,6,2,1039402.39,155910.36
2025,6,3,1011044.93,151656.74
2025,6,4,917198.76,137579.81
2025,6,5,904971.99,135745.8
2025,6,6,1032009.92,154801.49
2025,6,7,1082594.25,162389.14
2025,6,8,813269.1,121990.37
2025,6,9,1026960.63,154044.09
2025,6,10,868183.81,130227.57
2025,6,11,856145.09,128421.76
2025,6,12,1049247.8,157387.17
2025,7,1,924348.05,138652.21
2025,7,2,976352.09,146452.81
2025,7,3,943999.52,141599.93
2025,7,4,1059334.53,158900.18
2025,7,5,988047.91,148207.19
2025,7,6,1185383.46,177807.52
2025,7,7,940953.1,141142.97
2025,7,8,1096113.74,164417.06
2025,7,9,902917.03,135437.55
2025,7,10,1003501.24,150525.19
2025,7,11,1021027.9,153154.19
2025,7,12,931643.71,139746.56
2025,8,1,988712.21,148306.83
2025,8,2,911711.46,136756.72
2025,8,3,802400.31,120360.05
2025,8,4,886259.32,132938.9
2025,8,5,1080025.67,162003.85
2025,8,6,1108385.21,166257.78
2025,8,7,912081.15,136812.17
2025,8,8,963217.2,144482.58
2025,8,9,814946.26,122241.94
2025,8,10,894825.16,134223.77
2025,8,11,1111687.71,166753.16
2025,8,12,1042394.51,156359.18
2025,9,1,882308.21,132346.23
2025,9,2,902976.8,135446.52
2025,9,3,1126720.81,169008.12
2025,9,4,883633.68,132545.05
2025,9,5,933663.09,140049.46
2025,9,6,1065743.48,159861.52
2025,9,7,1024444.95,153666.74
2025,9,8,984348.08,147652.21
2025,9,9,1159896.44,173984.47
2025,9,10,887884.19,133182.63
2025,9,11,1096567.96,164485.19
2025,9,12,863625.54,129543.83
2025,10,1,1046293.53,156944.03
2025,10,2,1148249.43,172237.41
2025,10,3,983160.71,147474.11
2025,10,4,1089717.8,163457.67
2025,10,5,1128157.34,169223.6
2025,10,6,854410.57,128161.59
2025,10,7,1082330.76,162349.61
2025,10,8,1167936.41,175190.46
2025,10,9,1030548.24,154582.24
2025,10,10,874448.9,131167.33
2025,10,11,850777.01,127616.55
2025,10,12,903894.13,135584.12
2025,11,1,841405.31,126210.8
2025,11,2,1005357.63,150803.64
2025,11,3,827881.87,124182.28
2025,11,4,889361.85,133404.28
2025,11,5,975964.18,146394.63
2025,11,6,989565.9,148434.89
2025,11,7,1026159.39,153923.91
2025,11,8,1082245.99,162336.9
2025,11,9,818891.46,122833.72
2025,11,10,832248.38,124837.26
2025,11,11,824343.66,123651.55
2025,11,12,969260.13,145389.02
2025,12,1,816739.18,122510.88
2025,12,2,1098432.51,164764.88
2025,12,3,889200.07,133380.01
2025,12,4,1175685.0,176352.75
2025,12,5,994561.5,149184.23
2025,12,6,978530.3,146779.55
2025,12,7,1112215.48,166832.32
2025,12,8,1085261.59,162789.24
2025,12,9,1042923.62,156438.54
2025,12,10,1174058.68,176108.8
2025,12,11,968903.7,145335.56
2025,12,12,1123412.67,168511.9
2026,1,1,952037.18,142805.58
2026,1,2,1135338.27,170300.74
2026,1,3,903789.85,135568.48
2026,1,4,915706.83,137356.02
2026,1,5,1071147.81,160672.17
2026,1,6,885085.32,132762.8
2026,1,7,891661.67,133749.25
2026,1,8,922104.97,138315.75
2026,1,9,1071571.51,160735.73
2026,1,10,1155755.24,173363.29
2026,1,11,1069827.06,160474.06
2026,1,12,1131125.7,169668.85
2026,2,1,1017424.24,152613.64
2026,2,2,827569.29,124135.39
2026,2,3,840186.48,126027.97
2026,2,4,1021756.79,153263.52
2026,2,5,931120.39,139668.06
2026,2,6,888227.23,133234.08
2026,2,7,986502.77,147975.42
2026,2,8,1066598.7,159989.8
2026,2,9,953996.78,143099.52
2026,2,10,1121016.9,168152.54
2026,2,11,1095409.3,164311.39
2026,2,12,1093965.95,164094.89
2026,3,1,1194075.88,179111.38
2026,3,2,918091.99,137713.8
2026,3,3,1057890.23,158683.54
2026,3,4,1142191.34,171328.7
2026,3,5,1031809.77,154771.47
2026,3,6,1115800.87,167370.13
2026,3,7,965780.87,144867.13
2026,3,8,1036196.54,155429.48
2026,3,9,822266.56,123339.98
2026,3,10,1194307.04,179146.06
2026,3,11,1120007.39,168001.11
2026,3,12,1147523.63,172128.54
2026,4,1,1077717.71,161657.66
2026,4,2,874420.01,131163.0
2026,4,3,812411.38,121861.71
2026,4,4,1145862.64,171879.4
2026,4,5,958532.26,143779.84
2026,4,6,905545.95,135831.89
2026,4,7,1024669.18,153700.38
2026,4,8,968359.41,145253.91
2026,4,9,1060666.4,159099.96
2026,4,10,993517.29,149027.59
2026,4,11,1078893.26,161833.99
2026,4,12,1141369.31,171205.4
2026,5,1,878222.8,131733.42
2026,5,2,931773.15,139765.97
2026,5,3,974726.23,146208.94
2026,5,4,1184823.38,177723.51
2026,5,5,946133.45,141920.02
2026,5,6,952439.94,142865.99
2026,5,7,1061389.01,159208.35
2026,5,8,967679.88,145151.98
2026,5,9,1180489.5,177073.42
2026,5,10,1157787.5,173668.13
2026,5,11,1005363.51,150804.53
2026,5,12,1057910.09,158686.51
2026,6,1,823212.22,123481.83
2026,6,2,1078292.21,161743.83
2026,6,3,1082880.35,162432.05
2026,6,4,943679.72,141551.96
2026,6,5,887873.15,133180.97
2026,6,6,1166031.36,174904.7
2026,6,7,970681.96,145602.29
2026,6,8,1061482.44,159222.37
2026,6,9,813331.52,121999.73
2026,6,10,965626.87,144844.03
2026,6,11,1126903.52,169035.53
2026,6,12,955030.4,143254.56
2026,7,1,1041264.46,156189.67
2026,7,2,883942.32,132591.35
2026,7,3,966610.26,144991.54
2026,7,4,1171055.09,175658.26
2026,7,5,1026580.7,153987.1
2026,7,6,1160772.58,174115.89
2026,7,7,1160807.72,174121.16
2026,7,8,1177659.12,176648.87
2026,7,9,1158156.66,173723.5
2026,7,10,801312.45,120196.87
2026,7,11,1173605.96,176040.89
2026,7,12,854983.78,128247.57
2026,8,1,815970.5,122395.58
2026,8,2,822155.41,123323.31
2026,8,3,939566.48,140934.97
2026,8,4,1048321.63,157248.25
2026,8,5,960924.48,144138.67
2026,8,6,810221.71,121533.26
2026,8,7,990593.05,148588.96
2026,8,8,976852.3,146527.84
2026,8,9,1102739.71,165410.96
2026,8,10,911845.16,136776.77
2026,8,11,887012.47,133051.87
2026,8,12,902375.58,135356.34
2026,9,1,921495.93,138224.39
2026,9,2,1039665.95,155949.89
2026,9,3,988610.19,148291.53
2026,9,4,934757.83,140213.67
2026,9,5,949725.66,142458.85
2026,9,6,948369.46,142255.42
2026,9,7,1188962.68,178344.4
2026,9,8,893198.8,133979.82
2026,9,9,1127224.62,169083.69
2026,9,10,1083284.34,162492.65
2026,9,11,802228.0,120334.2
2026,9,12,1197270.49,179590.57
2026,10,1,1102575.75,165386.36
2026,10,2,1072979.83,160946.98
2026,10,3,962129.88,144319.48
2026,10,4,1022081.24,153312.19
2026,10,5,901308.36,135196.25
2026,10,6,814193.36,122129.0
2026,10,7,1134408.66,170161.3
2026,10,8,1158593.8,173789.07
2026,10,9,864988.25,129748.24
2026,10,10,1114822.44,167223.37
2026,10,11,1096461.07,164469.16
2026,10,12,871350.0,130702.5
2026,11,1,968731.52,145309.73
2026,11,2,969103.17,145365.48
2026,11,3,1103985.7,165597.86
2026,11,4,1135064.36,170259.65
2026,11,5,837910.05,125686.51
2026,11,6,1025187.69,153778.15
2026,11,7,1104699.4,165704.91
2026,11,8,1114476.24,167171.44
2026,11,9,859197.41,128879.61
2026,11,10,1010202.06,151530.31
2026,11,11,1143023.48,171453.52
2026,11,12,927407.43,139111.11
2026,12,1,970046.76,145507.01
2026,12,2,1121743.4,168261.51
2026,12,3,835727.81,125359.17
2026,12,4,1143797.32,171569.6
2026,12,5,924462.69,138669.4
2026,12,6,800580.13,120087.02
2026,12,7,893663.66,134049.55
2026,12,8,835800.26,125370.04
2026,12,9,836953.96,125543.09
2026,12,10,1077134.29,161570.14
2026,12,11,885590.53,132838.58
2026,12,12,1173896.95,176084.54
